=== RP-GROWTH MIXED - RARE PATTERN MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 4 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 10:37:15 ICT 2025
Output folder: release/RPGrowth/

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 4
- Chấp nhận patterns chứa cả frequent và rare items

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 4
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

--- 1-itemsets HIẾM (MIXED) ---
72  #SUP: 51926 (15.26%)
24 27 39 43  #SUP: 63490 (18.66%)
24 27 29 39  #SUP: 65662 (19.30%)
24 27 31 39  #SUP: 70808 (20.81%)
21 24 27 39  #SUP: 72135 (21.20%)
16 24 27 39  #SUP: 72449 (21.30%)
12 24 27 39  #SUP: 73854 (21.71%)
18 24 27 39  #SUP: 73927 (21.73%)
17 24 27 39  #SUP: 74008 (21.76%)
24 29 39 43  #SUP: 65889 (19.37%)
21 24 39 43  #SUP: 69358 (20.39%)
24 31 39 43  #SUP: 70916 (20.85%)
16 24 39 43  #SUP: 72546 (21.33%)
12 24 39 43  #SUP: 74018 (21.76%)
18 24 39 43  #SUP: 74065 (21.77%)
17 24 39 43  #SUP: 74107 (21.78%)
21 24 29 39  #SUP: 72412 (21.29%)
24 29 31 39  #SUP: 73567 (21.63%)
16 24 29 39  #SUP: 75179 (22.10%)
18 24 29 39  #SUP: 76988 (22.63%)
12 24 29 39  #SUP: 76996 (22.63%)
17 24 29 39  #SUP: 77119 (22.67%)
21 24 31 39  #SUP: 77372 (22.74%)
16 21 24 39  #SUP: 79037 (23.23%)
18 21 24 39  #SUP: 80769 (23.74%)
12 21 24 39  #SUP: 80797 (23.75%)
17 21 24 39  #SUP: 80878 (23.77%)
16 24 31 39  #SUP: 80790 (23.75%)
12 24 31 39  #SUP: 82338 (24.20%)
18 24 31 39  #SUP: 82371 (24.21%)
17 24 31 39  #SUP: 82499 (24.25%)
12 16 24 39  #SUP: 84492 (24.84%)
16 18 24 39  #SUP: 84499 (24.84%)
16 17 24 39  #SUP: 84588 (24.87%)
12 17 24 39  #SUP: 86362 (25.39%)
12 18 24 39  #SUP: 86290 (25.37%)
17 18 24 39  #SUP: 86409 (25.40%)
15 24 39 43  #SUP: 60046 (17.65%)
15 24 27 39  #SUP: 60593 (17.81%)
15 24 29 39  #SUP: 62124 (18.26%)
15 21 24 39  #SUP: 65652 (19.30%)
15 24 31 39  #SUP: 67222 (19.76%)
15 16 24 39  #SUP: 68524 (20.14%)
12 15 24 39  #SUP: 69907 (20.55%)
15 18 24 39  #SUP: 69980 (20.57%)
15 17 24 39  #SUP: 70110 (20.61%)
15 29 39 43  #SUP: 65765 (19.33%)
15 21 39 43  #SUP: 70259 (20.65%)
15 31 39 43  #SUP: 71563 (21.04%)
15 16 39 43  #SUP: 73149 (21.50%)
12 15 39 43  #SUP: 74501 (21.90%)
15 18 39 43  #SUP: 74630 (21.94%)
15 17 39 43  #SUP: 74641 (21.94%)
15 27 39 43  #SUP: 65175 (19.16%)
15 27 29 39  #SUP: 67519 (19.85%)
15 27 31 39  #SUP: 73702 (21.67%)
15 21 27 39  #SUP: 74860 (22.01%)
15 16 27 39  #SUP: 75286 (22.13%)
12 15 27 39  #SUP: 76581 (22.51%)
15 18 27 39  #SUP: 76643 (22.53%)
15 17 27 39  #SUP: 76792 (22.57%)
15 21 29 39  #SUP: 73454 (21.59%)
15 29 31 39  #SUP: 74484 (21.90%)
15 16 29 39  #SUP: 75942 (22.32%)
12 15 29 39  #SUP: 77577 (22.80%)
15 18 29 39  #SUP: 77649 (22.83%)
15 17 29 39  #SUP: 77789 (22.87%)
15 21 31 39  #SUP: 79389 (23.34%)
15 16 21 39  #SUP: 80968 (23.80%)
12 15 21 39  #SUP: 82594 (24.28%)
15 18 21 39  #SUP: 82615 (24.29%)
15 17 21 39  #SUP: 82756 (24.33%)
15 16 31 39  #SUP: 82559 (24.27%)
12 15 31 39  #SUP: 83976 (24.69%)
15 18 31 39  #SUP: 84007 (24.69%)
15 17 31 39  #SUP: 84185 (24.75%)
12 15 16 39  #SUP: 86000 (25.28%)
15 16 18 39  #SUP: 86038 (25.29%)
15 16 17 39  #SUP: 86115 (25.31%)
12 15 17 39  #SUP: 87833 (25.82%)
12 15 18 39  #SUP: 87757 (25.80%)
15 17 18 39  #SUP: 87834 (25.82%)
24 39 41 43  #SUP: 60948 (17.92%)
24 27 39 41  #SUP: 61107 (17.96%)
24 29 39 41  #SUP: 63493 (18.66%)
21 24 39 41  #SUP: 66259 (19.48%)
24 31 39 41  #SUP: 68880 (20.25%)
16 24 39 41  #SUP: 69235 (20.35%)
12 24 39 41  #SUP: 70463 (20.71%)
18 24 39 41  #SUP: 70556 (20.74%)
17 24 39 41  #SUP: 70678 (20.78%)
24 28 39 41  #SUP: 56868 (16.72%)
15 28 39 41  #SUP: 58015 (17.05%)
28 39 41 43  #SUP: 60529 (17.79%)
27 28 39 41  #SUP: 61095 (17.96%)
28 29 39 41  #SUP: 62797 (18.46%)
21 28 39 41  #SUP: 66028 (19.41%)
28 31 39 41  #SUP: 68931 (20.26%)
16 28 39 41  #SUP: 68955 (20.27%)
18 28 39 41  #SUP: 70616 (20.76%)
12 28 39 41  #SUP: 70621 (20.76%)
17 28 39 41  #SUP: 70744 (20.80%)
15 24 39 41  #SUP: 57724 (16.97%)
15 39 41 43  #SUP: 61866 (18.19%)
15 27 39 41  #SUP: 63796 (18.75%)
15 29 39 41  #SUP: 64528 (18.97%)
15 21 39 41  #SUP: 68159 (20.04%)
15 31 39 41  #SUP: 70560 (20.74%)
15 16 39 41  #SUP: 71009 (20.87%)
12 15 39 41  #SUP: 72166 (21.21%)
15 18 39 41  #SUP: 72247 (21.24%)
15 17 39 41  #SUP: 72403 (21.28%)
29 39 41 43  #SUP: 67359 (19.80%)
21 39 41 43  #SUP: 71124 (20.91%)
31 39 41 43  #SUP: 73545 (21.62%)
16 39 41 43  #SUP: 74058 (21.77%)
12 39 41 43  #SUP: 75394 (22.16%)
17 39 41 43  #SUP: 75498 (22.19%)
18 39 41 43  #SUP: 75520 (22.20%)
27 39 41 43  #SUP: 65966 (19.39%)
27 29 39 41  #SUP: 68798 (20.22%)
27 31 39 41  #SUP: 75089 (22.07%)
21 27 39 41  #SUP: 75253 (22.12%)
16 27 39 41  #SUP: 75609 (22.23%)
12 27 39 41  #SUP: 76875 (22.60%)
18 27 39 41  #SUP: 76948 (22.62%)
17 27 39 41  #SUP: 77082 (22.66%)
21 29 39 41  #SUP: 74782 (21.98%)
29 31 39 41  #SUP: 77016 (22.64%)
16 29 39 41  #SUP: 77381 (22.75%)
12 29 39 41  #SUP: 78929 (23.20%)
18 29 39 41  #SUP: 79024 (23.23%)
17 29 39 41  #SUP: 79162 (23.27%)
21 31 39 41  #SUP: 81011 (23.81%)
16 21 39 41  #SUP: 81391 (23.93%)
12 21 39 41  #SUP: 82923 (24.38%)
18 21 39 41  #SUP: 82970 (24.39%)
17 21 39 41  #SUP: 83057 (24.42%)
16 31 39 41  #SUP: 84136 (24.73%)
18 31 39 41  #SUP: 85660 (25.18%)
12 31 39 41  #SUP: 85692 (25.19%)
17 31 39 41  #SUP: 85809 (25.22%)
12 16 39 41  #SUP: 86391 (25.40%)
16 18 39 41  #SUP: 86392 (25.40%)
16 17 39 41  #SUP: 86484 (25.42%)
12 17 39 41  #SUP: 88098 (25.90%)
12 18 39 41  #SUP: 88021 (25.87%)
17 18 39 41  #SUP: 88109 (25.90%)
21 29 39 43  #SUP: 76694 (22.54%)
29 31 39 43  #SUP: 77611 (22.81%)
16 29 39 43  #SUP: 79421 (23.35%)
12 29 39 43  #SUP: 81155 (23.86%)
18 29 39 43  #SUP: 81241 (23.88%)
17 29 39 43  #SUP: 81300 (23.90%)
21 31 39 43  #SUP: 82494 (24.25%)
16 21 39 43  #SUP: 84394 (24.81%)
17 21 39 43  #SUP: 86176 (25.33%)
12 21 39 43  #SUP: 86182 (25.33%)
18 21 39 43  #SUP: 86213 (25.34%)
16 31 39 43  #SUP: 85868 (25.24%)
12 31 39 43  #SUP: 87417 (25.70%)
18 31 39 43  #SUP: 87490 (25.72%)
17 31 39 43  #SUP: 87504 (25.72%)
12 16 39 43  #SUP: 89871 (26.42%)
16 17 39 43  #SUP: 89876 (26.42%)
16 18 39 43  #SUP: 89909 (26.43%)
12 17 39 43  #SUP: 91667 (26.95%)
17 18 39 43  #SUP: 91715 (26.96%)
12 18 39 43  #SUP: 91716 (26.96%)
27 29 39 43  #SUP: 69875 (20.54%)
27 31 39 43  #SUP: 75927 (22.32%)
21 27 39 43  #SUP: 77594 (22.81%)
16 27 39 43  #SUP: 77773 (22.86%)
12 27 39 43  #SUP: 79188 (23.28%)
18 27 39 43  #SUP: 79287 (23.31%)
17 27 39 43  #SUP: 79287 (23.31%)
27 29 31 39  #SUP: 78862 (23.18%)
21 27 29 39  #SUP: 80596 (23.69%)
16 27 29 39  #SUP: 80666 (23.71%)
12 27 29 39  #SUP: 82324 (24.20%)
18 27 29 39  #SUP: 82376 (24.22%)
17 27 29 39  #SUP: 82485 (24.25%)
16 27 31 39  #SUP: 87511 (25.72%)
12 27 31 39  #SUP: 88961 (26.15%)
18 27 31 39  #SUP: 88977 (26.16%)
17 27 31 39  #SUP: 89125 (26.20%)
21 27 31 39  #SUP: 87033 (25.58%)
16 21 27 39  #SUP: 89223 (26.23%)
12 21 27 39  #SUP: 90916 (26.73%)
18 21 27 39  #SUP: 90938 (26.73%)
17 21 27 39  #SUP: 91048 (26.76%)
16 18 27 39  #SUP: 91344 (26.85%)
12 16 27 39  #SUP: 91370 (26.86%)
16 17 27 39  #SUP: 91465 (26.89%)
12 17 27 39  #SUP: 93141 (27.38%)
12 18 27 39  #SUP: 93078 (27.36%)
17 18 27 39  #SUP: 93167 (27.39%)
21 29 31 39  #SUP: 86479 (25.42%)
16 21 29 39  #SUP: 88300 (25.96%)
18 21 29 39  #SUP: 90386 (26.57%)
12 21 29 39  #SUP: 90434 (26.58%)
17 21 29 39  #SUP: 90521 (26.61%)
16 29 31 39  #SUP: 89459 (26.30%)
12 29 31 39  #SUP: 91267 (26.83%)
18 29 31 39  #SUP: 91307 (26.84%)
17 29 31 39  #SUP: 91398 (26.87%)
16 18 29 39  #SUP: 93601 (27.51%)
12 16 29 39  #SUP: 93646 (27.53%)
16 17 29 39  #SUP: 93705 (27.55%)
12 17 29 39  #SUP: 95874 (28.18%)
12 18 29 39  #SUP: 95787 (28.16%)
17 18 29 39  #SUP: 95833 (28.17%)
16 21 31 39  #SUP: 94932 (27.91%)
18 21 31 39  #SUP: 96748 (28.44%)
12 21 31 39  #SUP: 96770 (28.45%)
17 21 31 39  #SUP: 96834 (28.47%)
16 18 21 39  #SUP: 99201 (29.16%)
12 16 21 39  #SUP: 99231 (29.17%)
16 17 21 39  #SUP: 99282 (29.18%)
12 17 21 39  #SUP: 101393 (29.81%)
17 18 21 39  #SUP: 101342 (29.79%)
12 18 21 39  #SUP: 101360 (29.80%)
16 18 31 39  #SUP: 100710 (29.60%)
12 16 31 39  #SUP: 100754 (29.62%)
16 17 31 39  #SUP: 100800 (29.63%)
12 17 31 39  #SUP: 102655 (30.18%)
12 18 31 39  #SUP: 102639 (30.17%)
17 18 31 39  #SUP: 102647 (30.17%)
12 16 17 39  #SUP: 105718 (31.08%)
12 16 18 39  #SUP: 105595 (31.04%)
16 17 18 39  #SUP: 105661 (31.06%)
12 17 18 39  #SUP: 107896 (31.72%)
18 29 30 46  #SUP: 51177 (15.04%)
12 29 30 46  #SUP: 51191 (15.05%)
17 29 30 46  #SUP: 51243 (15.06%)
16 21 30 46  #SUP: 51821 (15.23%)
12 21 30 46  #SUP: 52335 (15.38%)
18 21 30 46  #SUP: 52360 (15.39%)
17 21 30 46  #SUP: 52372 (15.40%)
16 30 43 46  #SUP: 52626 (15.47%)
12 30 43 46  #SUP: 53067 (15.60%)
18 30 43 46  #SUP: 53119 (15.61%)
17 30 43 46  #SUP: 53184 (15.63%)
16 30 31 46  #SUP: 54502 (16.02%)
12 30 31 46  #SUP: 54913 (16.14%)
18 30 31 46  #SUP: 54926 (16.15%)
17 30 31 46  #SUP: 54975 (16.16%)
12 16 30 46  #SUP: 56997 (16.75%)
16 17 30 46  #SUP: 57032 (16.77%)
16 18 30 46  #SUP: 57036 (16.77%)
12 17 30 46  #SUP: 57450 (16.89%)
12 18 30 46  #SUP: 57510 (16.91%)
17 18 30 46  #SUP: 57525 (16.91%)
10 12 43 46  #SUP: 51172 (15.04%)
10 18 43 46  #SUP: 51195 (15.05%)
10 17 43 46  #SUP: 51283 (15.08%)
10 16 31 46  #SUP: 53004 (15.58%)
10 12 31 46  #SUP: 53600 (15.76%)
10 18 31 46  #SUP: 53608 (15.76%)
10 17 31 46  #SUP: 53786 (15.81%)
10 16 18 46  #SUP: 56786 (16.69%)
10 12 16 46  #SUP: 56852 (16.71%)
10 16 17 46  #SUP: 56872 (16.72%)
10 12 17 46  #SUP: 57528 (16.91%)
10 12 18 46  #SUP: 57468 (16.89%)
10 17 18 46  #SUP: 57552 (16.92%)
25 31 38 46  #SUP: 52229 (15.35%)
16 25 38 46  #SUP: 54199 (15.93%)
12 25 38 46  #SUP: 54647 (16.06%)
18 25 38 46  #SUP: 54705 (16.08%)
17 25 38 46  #SUP: 54865 (16.13%)
24 38 43 46  #SUP: 52127 (15.32%)
24 31 38 46  #SUP: 53838 (15.83%)
16 24 38 46  #SUP: 55626 (16.35%)
12 24 38 46  #SUP: 56104 (16.49%)
18 24 38 46  #SUP: 56154 (16.51%)
17 24 38 46  #SUP: 56298 (16.55%)
38 43 46 59  #SUP: 52620 (15.47%)
31 38 46 59  #SUP: 54945 (16.15%)
16 38 46 59  #SUP: 55959 (16.45%)
12 38 46 59  #SUP: 56383 (16.57%)
17 38 46 59  #SUP: 56465 (16.60%)
18 38 46 59  #SUP: 56479 (16.60%)
27 38 43 46  #SUP: 52518 (15.44%)
21 27 38 46  #SUP: 53962 (15.86%)
27 31 38 46  #SUP: 54250 (15.95%)
16 27 38 46  #SUP: 56137 (16.50%)
12 27 38 46  #SUP: 56604 (16.64%)
18 27 38 46  #SUP: 56653 (16.65%)
17 27 38 46  #SUP: 56723 (16.67%)
38 41 43 46  #SUP: 52874 (15.54%)
31 38 41 46  #SUP: 55381 (16.28%)
16 38 41 46  #SUP: 56427 (16.59%)
12 38 41 46  #SUP: 56944 (16.74%)
18 38 41 46  #SUP: 56974 (16.75%)
17 38 41 46  #SUP: 57081 (16.78%)
15 38 43 46  #SUP: 53534 (15.74%)
15 31 38 46  #SUP: 55383 (16.28%)
15 16 38 46  #SUP: 57202 (16.82%)
12 15 38 46  #SUP: 57715 (16.97%)
15 18 38 46  #SUP: 57792 (16.99%)
15 17 38 46  #SUP: 57901 (17.02%)
28 38 43 46  #SUP: 53720 (15.79%)
28 31 38 46  #SUP: 56164 (16.51%)
16 28 38 46  #SUP: 57462 (16.89%)
12 28 38 46  #SUP: 58080 (17.07%)
18 28 38 46  #SUP: 58175 (17.10%)
17 28 38 46  #SUP: 58253 (17.12%)
21 31 38 46  #SUP: 56655 (16.65%)
16 21 38 46  #SUP: 58380 (17.16%)
12 21 38 46  #SUP: 59096 (17.37%)
18 21 38 46  #SUP: 59115 (17.38%)
17 21 38 46  #SUP: 59118 (17.38%)
21 29 38 46  #SUP: 52678 (15.49%)
29 31 38 46  #SUP: 56796 (16.70%)
16 29 38 46  #SUP: 58798 (17.28%)
12 29 38 46  #SUP: 59457 (17.48%)
18 29 38 46  #SUP: 59458 (17.48%)
17 29 38 46  #SUP: 59630 (17.53%)
21 38 43 46  #SUP: 54860 (16.13%)
29 38 43 46  #SUP: 55145 (16.21%)
31 38 43 46  #SUP: 59952 (17.62%)
16 38 43 46  #SUP: 62075 (18.25%)
12 38 43 46  #SUP: 62700 (18.43%)
18 38 43 46  #SUP: 62726 (18.44%)
17 38 43 46  #SUP: 62825 (18.47%)
16 31 38 46  #SUP: 64032 (18.82%)
12 31 38 46  #SUP: 64587 (18.99%)
18 31 38 46  #SUP: 64592 (18.99%)
17 31 38 46  #SUP: 64760 (19.04%)
12 16 38 46  #SUP: 67094 (19.72%)
16 17 38 46  #SUP: 67122 (19.73%)
16 18 38 46  #SUP: 67144 (19.74%)
12 17 38 46  #SUP: 67720 (19.91%)
12 18 38 46  #SUP: 67713 (19.90%)
17 18 38 46  #SUP: 67820 (19.94%)
8 16 46 63  #SUP: 51610 (15.17%)
8 24 46 63  #SUP: 51990 (15.28%)
8 12 46 63  #SUP: 52163 (15.33%)
8 18 46 63  #SUP: 52168 (15.34%)
8 17 46 63  #SUP: 52310 (15.38%)
41 46 59 63  #SUP: 51492 (15.14%)
43 46 59 63  #SUP: 53042 (15.59%)
31 46 59 63  #SUP: 55504 (16.32%)
16 46 59 63  #SUP: 56263 (16.54%)
17 46 59 63  #SUP: 56798 (16.70%)
12 46 59 63  #SUP: 56821 (16.70%)
18 46 59 63  #SUP: 56826 (16.70%)
27 43 46 63  #SUP: 52961 (15.57%)
21 27 46 63  #SUP: 54223 (15.94%)
27 31 46 63  #SUP: 54250 (15.95%)
16 27 46 63  #SUP: 56308 (16.55%)
18 27 46 63  #SUP: 56798 (16.70%)
12 27 46 63  #SUP: 56861 (16.71%)
17 27 46 63  #SUP: 56942 (16.74%)
25 43 46 63  #SUP: 53310 (15.67%)
25 31 46 63  #SUP: 54257 (15.95%)
16 25 46 63  #SUP: 56590 (16.64%)
12 25 46 63  #SUP: 57101 (16.79%)
18 25 46 63  #SUP: 57153 (16.80%)
17 25 46 63  #SUP: 57248 (16.83%)
24 29 46 63  #SUP: 51558 (15.16%)
24 43 46 63  #SUP: 54613 (16.05%)
24 31 46 63  #SUP: 55981 (16.46%)
16 24 46 63  #SUP: 58027 (17.06%)
18 24 46 63  #SUP: 58574 (17.22%)
12 24 46 63  #SUP: 58622 (17.23%)
17 24 46 63  #SUP: 58733 (17.27%)
15 29 46 63  #SUP: 51498 (15.14%)
15 43 46 63  #SUP: 54911 (16.14%)
15 31 46 63  #SUP: 56437 (16.59%)
15 16 46 63  #SUP: 58298 (17.14%)
12 15 46 63  #SUP: 58886 (17.31%)
15 18 46 63  #SUP: 58912 (17.32%)
15 17 46 63  #SUP: 59077 (17.37%)
28 41 46 63  #SUP: 51444 (15.12%)
29 41 46 63  #SUP: 52119 (15.32%)
41 43 46 63  #SUP: 55219 (16.23%)
31 41 46 63  #SUP: 57540 (16.91%)
16 41 46 63  #SUP: 58632 (17.24%)
12 41 46 63  #SUP: 59219 (17.41%)
18 41 46 63  #SUP: 59242 (17.41%)
17 41 46 63  #SUP: 59365 (17.45%)
21 31 46 63  #SUP: 57051 (16.77%)
16 21 46 63  #SUP: 58974 (17.34%)
18 21 46 63  #SUP: 59628 (17.53%)
12 21 46 63  #SUP: 59705 (17.55%)
17 21 46 63  #SUP: 59770 (17.57%)
28 29 46 63  #SUP: 52000 (15.29%)
28 43 46 63  #SUP: 55465 (16.30%)
28 31 46 63  #SUP: 57770 (16.98%)
16 28 46 63  #SUP: 59021 (17.35%)
12 28 46 63  #SUP: 59694 (17.55%)
18 28 46 63  #SUP: 59729 (17.56%)
17 28 46 63  #SUP: 59834 (17.59%)
21 29 46 63  #SUP: 53250 (15.65%)
29 31 46 63  #SUP: 58367 (17.16%)
16 29 46 63  #SUP: 60610 (17.82%)
12 29 46 63  #SUP: 61368 (18.04%)
18 29 46 63  #SUP: 61376 (18.04%)
17 29 46 63  #SUP: 61560 (18.10%)
21 43 46 63  #SUP: 55642 (16.36%)
29 43 46 63  #SUP: 57061 (16.77%)
31 43 46 63  #SUP: 61990 (18.22%)
16 43 46 63  #SUP: 64368 (18.92%)
18 43 46 63  #SUP: 65101 (19.14%)
12 43 46 63  #SUP: 65112 (19.14%)
17 43 46 63  #SUP: 65210 (19.17%)
16 31 46 63  #SUP: 65888 (19.37%)
12 31 46 63  #SUP: 66504 (19.55%)
18 31 46 63  #SUP: 66515 (19.55%)
17 31 46 63  #SUP: 66652 (19.59%)
16 18 46 63  #SUP: 69277 (20.36%)
12 16 46 63  #SUP: 69301 (20.37%)
16 17 46 63  #SUP: 69328 (20.38%)
12 17 46 63  #SUP: 70048 (20.59%)
12 18 46 63  #SUP: 70056 (20.59%)
17 18 46 63  #SUP: 70084 (20.60%)
8 22 43 46  #SUP: 52259 (15.36%)
8 22 31 46  #SUP: 54605 (16.05%)
8 16 22 46  #SUP: 55822 (16.41%)
8 22 24 46  #SUP: 56084 (16.49%)
8 12 22 46  #SUP: 56442 (16.59%)
8 18 22 46  #SUP: 56467 (16.60%)
8 17 22 46  #SUP: 56487 (16.60%)
1 21 22 46  #SUP: 51171 (15.04%)
1 22 25 46  #SUP: 51173 (15.04%)
1 22 41 46  #SUP: 51258 (15.07%)
1 22 24 46  #SUP: 51424 (15.12%)
1 22 46 59  #SUP: 51725 (15.21%)
1 15 22 46  #SUP: 52268 (15.36%)
1 22 28 46  #SUP: 53902 (15.85%)
1 22 43 46  #SUP: 55458 (16.30%)
1 22 31 46  #SUP: 58329 (17.15%)
1 16 22 46  #SUP: 59237 (17.41%)
1 17 22 46  #SUP: 59793 (17.58%)
1 12 22 46  #SUP: 59850 (17.59%)
1 18 22 46  #SUP: 59864 (17.60%)
22 27 29 46  #SUP: 52954 (15.57%)
22 27 43 46  #SUP: 57229 (16.82%)
21 22 27 46  #SUP: 58690 (17.25%)
22 27 31 46  #SUP: 59728 (17.56%)
16 22 27 46  #SUP: 61246 (18.00%)
17 22 27 46  #SUP: 61675 (18.13%)
18 22 27 46  #SUP: 61676 (18.13%)
12 22 27 46  #SUP: 61715 (18.14%)
21 22 24 46  #SUP: 53950 (15.86%)
22 24 29 46  #SUP: 54237 (15.94%)
22 24 43 46  #SUP: 58488 (17.19%)
22 24 31 46  #SUP: 61047 (17.95%)
16 22 24 46  #SUP: 62451 (18.36%)
12 22 24 46  #SUP: 63088 (18.55%)
18 22 24 46  #SUP: 63126 (18.56%)
17 22 24 46  #SUP: 63132 (18.56%)
22 27 41 46  #SUP: 52574 (15.45%)
22 24 41 46  #SUP: 53042 (15.59%)
22 29 41 46  #SUP: 55062 (16.19%)
21 22 41 46  #SUP: 55286 (16.25%)
15 22 41 46  #SUP: 55480 (16.31%)
22 28 41 46  #SUP: 56724 (16.67%)
22 41 43 46  #SUP: 59145 (17.39%)
22 31 41 46  #SUP: 62315 (18.32%)
16 22 41 46  #SUP: 63233 (18.59%)
12 22 41 46  #SUP: 63845 (18.77%)
17 22 41 46  #SUP: 63848 (18.77%)
18 22 41 46  #SUP: 63873 (18.78%)
22 27 46 59  #SUP: 53208 (15.64%)
22 24 46 59  #SUP: 53610 (15.76%)
22 25 46 59  #SUP: 54966 (16.16%)
22 29 46 59  #SUP: 55134 (16.21%)
15 22 46 59  #SUP: 55719 (16.38%)
21 22 46 59  #SUP: 55997 (16.46%)
22 41 46 59  #SUP: 56383 (16.57%)
22 28 46 59  #SUP: 57271 (16.84%)
22 43 46 59  #SUP: 59657 (17.54%)
22 31 46 59  #SUP: 62723 (18.44%)
16 22 46 59  #SUP: 63516 (18.67%)
12 22 46 59  #SUP: 64032 (18.82%)
18 22 46 59  #SUP: 64061 (18.83%)
17 22 46 59  #SUP: 64062 (18.83%)
22 25 27 46  #SUP: 51157 (15.04%)
22 25 41 46  #SUP: 53947 (15.86%)
22 24 25 46  #SUP: 54052 (15.89%)
21 22 25 46  #SUP: 54412 (15.99%)
22 25 29 46  #SUP: 54845 (16.12%)
15 22 25 46  #SUP: 55824 (16.41%)
22 25 28 46  #SUP: 57822 (17.00%)
22 25 43 46  #SUP: 59874 (17.60%)
22 25 31 46  #SUP: 62073 (18.25%)
16 22 25 46  #SUP: 63954 (18.80%)
12 22 25 46  #SUP: 64505 (18.96%)
17 22 25 46  #SUP: 64551 (18.98%)
18 22 25 46  #SUP: 64574 (18.98%)
21 22 29 46  #SUP: 56957 (16.74%)
22 29 31 46  #SUP: 62752 (18.45%)
16 22 29 46  #SUP: 64338 (18.91%)
12 22 29 46  #SUP: 65098 (19.14%)
18 22 29 46  #SUP: 65120 (19.14%)
17 22 29 46  #SUP: 65133 (19.15%)
21 22 31 46  #SUP: 63291 (18.60%)
16 21 22 46  #SUP: 64625 (19.00%)
17 21 22 46  #SUP: 65338 (19.21%)
12 21 22 46  #SUP: 65394 (19.22%)
18 21 22 46  #SUP: 65399 (19.22%)
15 22 27 46  #SUP: 53876 (15.84%)
15 22 24 46  #SUP: 54463 (16.01%)
15 22 29 46  #SUP: 56029 (16.47%)
15 21 22 46  #SUP: 56447 (16.59%)
15 22 43 46  #SUP: 60712 (17.85%)
15 22 31 46  #SUP: 63378 (18.63%)
15 16 22 46  #SUP: 64897 (19.08%)
12 15 22 46  #SUP: 65601 (19.28%)
15 17 22 46  #SUP: 65610 (19.29%)
15 18 22 46  #SUP: 65657 (19.30%)
22 27 28 46  #SUP: 53832 (15.82%)
22 24 28 46  #SUP: 55879 (16.43%)
21 22 28 46  #SUP: 56903 (16.73%)
22 28 29 46  #SUP: 57084 (16.78%)
15 22 28 46  #SUP: 57983 (17.04%)
22 28 43 46  #SUP: 61908 (18.20%)
22 28 31 46  #SUP: 65081 (19.13%)
16 22 28 46  #SUP: 66291 (19.49%)
12 22 28 46  #SUP: 66996 (19.69%)
18 22 28 46  #SUP: 67071 (19.72%)
17 22 28 46  #SUP: 67105 (19.73%)
22 29 43 46  #SUP: 60271 (17.72%)
21 22 43 46  #SUP: 60680 (17.84%)
22 31 43 46  #SUP: 67792 (19.93%)
16 22 43 46  #SUP: 69653 (20.48%)
12 22 43 46  #SUP: 70293 (20.66%)
17 22 43 46  #SUP: 70307 (20.67%)
18 22 43 46  #SUP: 70350 (20.68%)
16 22 31 46  #SUP: 72430 (21.29%)
12 22 31 46  #SUP: 73194 (21.52%)
18 22 31 46  #SUP: 73204 (21.52%)
17 22 31 46  #SUP: 73224 (21.52%)
12 16 22 46  #SUP: 75201 (22.11%)
16 18 22 46  #SUP: 75204 (22.11%)
16 17 22 46  #SUP: 75258 (22.12%)
12 17 22 46  #SUP: 75972 (22.33%)
12 18 22 46  #SUP: 75979 (22.33%)
17 18 22 46  #SUP: 76063 (22.36%)
14 22 25 46  #SUP: 51279 (15.07%)
14 22 43 46  #SUP: 51486 (15.13%)
14 22 31 46  #SUP: 53465 (15.72%)
14 15 22 46  #SUP: 54187 (15.93%)
14 16 22 46  #SUP: 55341 (16.27%)
14 17 22 46  #SUP: 55390 (16.28%)
12 14 22 46  #SUP: 55451 (16.30%)
14 18 22 46  #SUP: 55610 (16.35%)
1 14 25 46  #SUP: 51859 (15.24%)
1 14 43 46  #SUP: 52706 (15.49%)
1 14 31 46  #SUP: 54989 (16.16%)
1 14 15 46  #SUP: 55370 (16.28%)
1 14 16 46  #SUP: 56633 (16.65%)
1 14 17 46  #SUP: 56662 (16.66%)
1 12 14 46  #SUP: 56686 (16.66%)
1 14 18 46  #SUP: 56842 (16.71%)
8 14 25 46  #SUP: 52164 (15.33%)
8 14 43 46  #SUP: 52850 (15.54%)
8 14 31 46  #SUP: 54518 (16.03%)
8 14 15 46  #SUP: 55280 (16.25%)
